seed,arm,ssl_epoch,avg_acc_last10,wga_last10,best_group_last10,probe_epochs,result
1,raw_clip_sampler_only,500,54.0450394153595,46.25267684459686,59.44206118583679,14,/home/xar68reb/Spur_SpLiCE/outputs/crp_followup_raw_sampler_only_v1_seeds12/seed1/raw_clip_sampler_only/training/waterbirds_s1_crp-v2-relational_e500_952dfd701a/probe_features_epoch_500_ds_train_val.json
2,raw_clip_sampler_only,500,48.45704734325409,44.420599937438965,63.90977501869202,13,/home/xar68reb/Spur_SpLiCE/outputs/crp_followup_raw_sampler_only_v1_seeds12/seed2/raw_clip_sampler_only/training/waterbirds_s2_crp-v2-relational_e500_f3e4863a29/probe_features_epoch_500_ds_train_val.json
