seed,arm,result,avg_acc_last10,wga_last10
1,matched_simclr,outputs/next_actions_after_transfer_2026-09-07/direct_transfer/seed1/matched_simclr/training/waterbirds_s1_concept-transfer-raw_e500_728a9884c8/probe_features_epoch_500_ds_train_val.json,50.291907787323,44.539615511894226
1,raw_distillation,outputs/next_actions_after_transfer_2026-09-07/direct_transfer/seed1/raw_distillation/training/waterbirds_s1_concept-transfer-raw_e500_af2abc649d/probe_features_epoch_500_ds_train_val.json,52.960801124572754,45.864662528038025
1,splice_reconstruction,outputs/next_actions_after_transfer_2026-09-07/direct_transfer/seed1/splice_reconstruction/training/waterbirds_s1_concept-transfer-reconstruction_e500_87e12f1832/probe_features_epoch_500_ds_train_val.json,54.7122597694397,50.749462842941284
1,shuffled_reconstruction,outputs/next_actions_after_transfer_2026-09-07/direct_transfer/seed1/shuffled_reconstruction/training/waterbirds_s1_concept-transfer-shuffled-reconstruction_e500_4e72ab5355/probe_features_epoch_500_ds_train_val.json,51.959967613220215,46.68094217777252
3,matched_simclr,outputs/next_actions_after_transfer_2026-09-07/direct_transfer/seed3/matched_simclr/training/waterbirds_s3_concept-transfer-raw_e500_dfe05a1c41/probe_features_epoch_500_ds_train_val.json,52.627187967300415,47.32334017753601
3,raw_distillation,outputs/next_actions_after_transfer_2026-09-07/direct_transfer/seed3/raw_distillation/training/waterbirds_s3_concept-transfer-raw_e500_4d9c3d6e42/probe_features_epoch_500_ds_train_val.json,52.87739634513855,49.624061584472656
3,splice_reconstruction,outputs/next_actions_after_transfer_2026-09-07/direct_transfer/seed3/splice_reconstruction/training/waterbirds_s3_concept-transfer-reconstruction_e500_40945e1910/probe_features_epoch_500_ds_train_val.json,53.54462265968323,50.107067823410034
3,shuffled_reconstruction,outputs/next_actions_after_transfer_2026-09-07/direct_transfer/seed3/shuffled_reconstruction/training/waterbirds_s3_concept-transfer-shuffled-reconstruction_e500_05991cbeca/probe_features_epoch_500_ds_train_val.json,51.54294967651367,46.46680951118469
