seed,arm,design,subset_seed,l2,train_count,feature_dim,avg,wga,train_avg,converged,gradient_max,group_0_accuracy,group_0_count,group_1_accuracy,group_1_count,group_2_accuracy,group_2_count,group_3_accuracy,group_3_count
1,raw_clip_kl,balanced_28_per_group,103,0.1,112,512,56.96413516998291,49.624061584472656,100.0,True,8.717412607723261e-08,57.387577056884766,467,58.36909866333008,466,49.624061584472656,133,57.894737243652344,133
1,splice_crp_kl,original_ds_train,0,0.0001,224,512,50.959134101867676,46.25267684459686,100.0,True,9.944035479880872e-08,46.25267791748047,467,47.85407638549805,466,57.894737243652344,133,71.42857360839844,133
1,splice_crp_kl,original_ds_train,0,0.001,224,512,51.37614607810974,46.89507484436035,100.0,True,9.72935542129297e-08,46.89507293701172,467,48.068668365478516,466,57.894737243652344,133,72.18045043945312,133
1,splice_crp_kl,original_ds_train,0,0.01,224,512,51.125937700271606,46.25267684459686,100.0,True,9.507855126648923e-08,46.25267791748047,467,48.927040100097656,466,55.63909912109375,133,71.42857360839844,133
1,splice_crp_kl,original_ds_train,0,0.1,224,512,52.04337239265442,47.32334017753601,96.42857313156128,True,9.264703722342699e-08,47.323341369628906,467,50.643775939941406,466,54.8872184753418,133,70.67668914794922,133
1,splice_crp_kl,balanced_14_per_group,101,0.0001,56,512,49.54128563404083,35.62231659889221,100.0,True,8.725153680332134e-08,58.02997970581055,467,35.622318267822266,466,45.864662170410156,133,72.18045043945312,133
1,splice_crp_kl,balanced_14_per_group,101,0.001,56,512,49.54128563404083,34.97854173183441,100.0,True,9.717688106512242e-08,58.244110107421875,467,34.97854232788086,466,46.61654281616211,133,72.93233489990234,133
1,splice_crp_kl,balanced_14_per_group,101,0.01,56,512,49.207672476768494,34.33476388454437,100.0,True,4.246745317600456e-08,57.601715087890625,467,34.33476257324219,466,45.864662170410156,133,75.18797302246094,133
1,splice_crp_kl,balanced_14_per_group,101,0.1,56,512,49.04086887836456,33.90558063983917,100.0,True,3.676716594646235e-08,56.959312438964844,467,33.905582427978516,466,46.61654281616211,133,76.69172668457031,133
1,splice_crp_kl,balanced_14_per_group,102,0.0001,56,512,48.707255721092224,44.3254828453064,100.0,True,8.620282079039247e-08,44.32548141479492,467,49.141632080078125,466,53.38345718383789,133,57.894737243652344,133
1,splice_crp_kl,balanced_14_per_group,102,0.001,56,512,48.874062299728394,44.753748178482056,100.0,True,9.032865868550651e-08,44.75374984741211,467,48.71244812011719,466,54.13534164428711,133,58.6466178894043,133
1,splice_crp_kl,balanced_14_per_group,102,0.01,56,512,49.207672476768494,44.3254828453064,100.0,True,9.334541397774867e-08,44.32548141479492,467,49.57081604003906,466,54.13534164428711,133,60.15037155151367,133
1,splice_crp_kl,balanced_14_per_group,102,0.1,56,512,48.040032386779785,41.7558878660202,100.0,True,9.739692116402313e-08,41.75588607788086,467,48.927040100097656,466,54.8872184753418,133,60.15037155151367,133
1,splice_crp_kl,balanced_14_per_group,103,0.0001,56,512,51.87656283378601,37.98283338546753,100.0,True,9.306330772864145e-08,62.95503234863281,467,37.98283386230469,466,42.85714340209961,133,70.67668914794922,133
1,splice_crp_kl,balanced_14_per_group,103,0.001,56,512,51.87656283378601,38.19742500782013,100.0,True,9.243857584121046e-08,62.52676773071289,467,38.197425842285156,466,42.85714340209961,133,71.42857360839844,133
1,splice_crp_kl,balanced_14_per_group,103,0.01,56,512,51.87656283378601,38.41201663017273,100.0,True,9.775752141626386e-08,62.74089813232422,467,38.412017822265625,466,42.105262756347656,133,70.67668914794922,133
1,splice_crp_kl,balanced_14_per_group,103,0.1,56,512,52.04337239265442,38.62660825252533,100.0,True,9.790261988758785e-08,62.95503234863281,467,38.626609802246094,466,42.105262756347656,133,70.67668914794922,133
1,splice_crp_kl,balanced_28_per_group,101,0.0001,112,512,48.79065752029419,41.32762253284454,100.0,True,8.44955857914881e-08,41.32762145996094,467,46.7811164855957,466,61.65413284301758,133,69.17292785644531,133
1,splice_crp_kl,balanced_28_per_group,101,0.001,112,512,48.874062299728394,41.7558878660202,100.0,True,7.949956154712848e-08,41.75588607788086,467,46.56652069091797,466,60.15037155151367,133,70.67668914794922,133
1,splice_crp_kl,balanced_28_per_group,101,0.01,112,512,49.54128563404083,42.82655119895935,100.0,True,7.858222943462213e-08,42.8265495300293,467,47.42489242553711,466,58.6466178894043,133,71.42857360839844,133
1,splice_crp_kl,balanced_28_per_group,101,0.1,112,512,50.458717346191406,45.396146178245544,100.0,True,8.921738824194808e-08,45.39614486694336,467,46.99570846557617,466,59.398494720458984,133,71.42857360839844,133
1,splice_crp_kl,balanced_28_per_group,102,0.0001,112,512,53.61968159675599,48.120301961898804,100.0,True,9.823788221677792e-08,51.17772674560547,467,55.15021514892578,466,48.12030029296875,133,62.40601348876953,133
1,splice_crp_kl,balanced_28_per_group,102,0.001,112,512,53.127604722976685,48.120301961898804,100.0,True,9.454085615436718e-08,50.321197509765625,467,54.506439208984375,466,48.12030029296875,133,63.15789031982422,133
1,splice_crp_kl,balanced_28_per_group,102,0.01,112,512,52.460384368896484,47.36842215061188,100.0,True,9.120568374067911e-08,49.67879867553711,467,53.43347930908203,466,47.36842346191406,133,63.90977478027344,133
1,splice_crp_kl,balanced_28_per_group,102,0.1,112,512,51.87656283378601,48.120301961898804,100.0,True,8.545665595126317e-08,49.8929328918457,467,52.14592361450195,466,48.12030029296875,133,61.65413284301758,133
1,splice_crp_kl,balanced_28_per_group,103,0.0001,112,512,56.63052797317505,48.120301961898804,100.0,True,4.633523964245873e-08,59.10063934326172,467,53.8626594543457,466,48.12030029296875,133,66.16541290283203,133
1,splice_crp_kl,balanced_28_per_group,103,0.001,112,512,56.63052797317505,48.120301961898804,100.0,True,7.355196203792891e-08,59.10063934326172,467,54.07725524902344,466,48.12030029296875,133,65.41353607177734,133
1,splice_crp_kl,balanced_28_per_group,103,0.01,112,512,56.547123193740845,49.624061584472656,100.0,True,9.69246317944635e-08,58.02997970581055,467,54.506439208984375,466,49.624061584472656,133,65.41353607177734,133
1,splice_crp_kl,balanced_28_per_group,103,0.1,112,512,56.046706438064575,51.879698038101196,100.0,True,9.411271958070181e-08,56.745182037353516,467,54.29184341430664,466,51.87969970703125,133,63.90977478027344,133
2,simclr,original_ds_train,0,0.0001,224,512,52.04337239265442,44.11135017871857,100.0,True,9.212444898651481e-08,44.111351013183594,467,58.15450668334961,466,52.6315803527832,133,57.894737243652344,133
2,simclr,original_ds_train,0,0.001,224,512,51.959967613220215,43.68308484554291,100.0,True,8.095612380560279e-08,43.68308639526367,467,58.36909866333008,466,52.6315803527832,133,57.894737243652344,133
2,simclr,original_ds_train,0,0.01,224,512,51.959967613220215,43.04068386554718,100.0,True,9.242532688800639e-08,43.04068374633789,467,59.22746658325195,466,52.6315803527832,133,57.142860412597656,133
2,simclr,original_ds_train,0,0.1,224,512,53.29441428184509,44.539615511894226,98.21428656578064,True,9.024833828863432e-08,44.539615631103516,467,59.871246337890625,466,56.39097595214844,133,57.894737243652344,133
2,simclr,balanced_14_per_group,101,0.0001,56,512,53.37781310081482,40.98712503910065,100.0,True,8.558981651745495e-08,65.95288848876953,467,40.987125396728516,466,46.61654281616211,133,59.398494720458984,133
2,simclr,balanced_14_per_group,101,0.001,56,512,52.87739634513855,40.77253341674805,100.0,True,9.285375068937188e-08,65.73875427246094,467,40.77253341674805,466,44.360904693603516,133,58.6466178894043,133
2,simclr,balanced_14_per_group,101,0.01,56,512,52.79399752616882,41.20171666145325,100.0,True,9.69921217878751e-08,65.73875427246094,467,41.201717376708984,466,42.85714340209961,133,57.894737243652344,133
2,simclr,balanced_14_per_group,101,0.1,56,512,52.627187967300415,40.60150384902954,100.0,True,5.1235539864132734e-08,65.73875427246094,467,40.987125396728516,466,40.601505279541016,133,59.398494720458984,133
2,simclr,balanced_14_per_group,102,0.0001,56,512,53.96163463592529,43.609023094177246,100.0,True,6.961669818758344e-08,51.17772674560547,467,60.729610443115234,466,50.375938415527344,133,43.60902404785156,133
2,simclr,balanced_14_per_group,102,0.001,56,512,53.71142625808716,43.609023094177246,100.0,True,7.336679530672413e-08,50.963600158691406,467,60.3004264831543,466,50.375938415527344,133,43.60902404785156,133
2,simclr,balanced_14_per_group,102,0.01,56,512,53.04420590400696,42.105263471603394,100.0,True,4.588445063041357e-08,50.1070671081543,467,60.085838317871094,466,49.624061584472656,133,42.105262756347656,133
2,simclr,balanced_14_per_group,102,0.1,56,512,52.460384368896484,41.35338366031647,100.0,True,8.332996379771876e-08,47.965736389160156,467,59.65665054321289,466,54.13534164428711,133,41.3533821105957,133
2,simclr,balanced_14_per_group,103,0.0001,56,512,51.29274129867554,33.04721117019653,100.0,True,7.208612722010478e-08,64.66809844970703,467,33.047210693359375,466,39.09774398803711,133,80.45112609863281,133
2,simclr,balanced_14_per_group,103,0.001,56,512,50.87572932243347,33.04721117019653,100.0,True,4.01780927104529e-08,64.02569580078125,467,33.047210693359375,466,37.59398651123047,133,80.45112609863281,133
2,simclr,balanced_14_per_group,103,0.01,56,512,51.0425329208374,33.47639441490173,100.0,True,8.009636645480675e-08,64.02569580078125,467,33.47639465332031,466,37.59398651123047,133,80.45112609863281,133
